Time (s),X (m),Y (m),Yaw (deg)
18.387,0.0399,0.0017,-0.21
18.587,0.0487,0.0025,-0.07
18.788,0.0558,-0.0024,-0.13
18.989,0.0854,-0.0092,-0.21
19.189,0.1136,-0.0106,-0.01
19.39,0.1559,-0.006,-0.09
19.591,0.1731,-0.0138,0.05
19.791,0.2249,-0.014,0.43
19.992,0.2556,-0.0194,0.81
20.193,0.3063,-0.0164,0.6
20.393,0.3514,-0.015,0.57
20.594,0.3969,-0.0143,0.65
20.795,0.435,-0.0184,0.5
20.995,0.452,-0.018,0.75
21.196,0.4995,-0.0171,0.68
21.397,0.5491,-0.0262,0.47
21.597,0.57,-0.0296,0.74
21.798,0.6236,-0.0345,0.77
21.999,0.6532,-0.035,0.55
22.199,0.6918,-0.0376,0.57
22.4,0.7403,-0.0412,0.76
23.002,0.8531,-0.0388,1.52
23.403,0.9224,-0.0367,1.35
24.005,1.0632,-0.0483,1.53
24.607,1.2093,-0.0496,1.54
25.008,1.2724,-0.0438,1.47
25.811,1.4395,-0.0393,1.99
26.413,1.5572,-0.0331,0.85
27.015,1.6698,-0.0397,-0.72
27.818,1.7431,-0.0269,-1.97
28.42,1.7931,-0.0653,-2.31
29.222,1.7005,-0.0796,-1.26
30.025,2.2074,0.3998,0.02
30.627,2.2884,0.3767,-1.88
31.229,2.4271,0.3312,-1.93
31.831,2.4978,0.2973,-1.9
32.834,2.6761,0.2612,-2.25
33.436,2.7895,0.2591,-1.37
33.838,2.8564,0.2469,-0.57
34.239,2.9278,0.2462,-0.16
34.841,3.0193,0.2298,0.99
35.644,3.1558,0.2283,1.69
36.446,3.2699,0.2157,2.16
37.048,3.373,0.202,2.67
37.249,3.4162,0.2032,1.97
37.651,3.464,0.2047,2.42
37.851,3.4805,0.2123,1.63
38.454,3.5443,0.2121,1.9
39.46,3.7456,0.2253,0.54
40.661,3.9542,0.2216,0.43
41.464,4.0938,0.2122,0.32
42.067,4.1866,0.2074,0.07
42.868,4.3366,0.2017,-0.01
43.47,4.4799,0.1973,0.26
44.072,4.5962,0.1927,0.24
44.474,4.6935,0.1852,0.42
45.075,4.7937,0.1806,0.35
45.878,4.8961,0.181,0.58
46.279,4.9223,0.1891,0.25
47.282,5.1095,0.1823,0.29
47.683,5.1828,0.1775,0.16
48.085,5.2497,0.1757,0.19
48.686,5.3786,0.1667,-0.02
49.289,5.4599,0.1679,0.14
49.69,5.5558,0.1592,-0.09
50.292,5.6507,0.1582,0.04
51.094,5.8213,0.1456,0.35
51.897,5.9819,0.1394,0.4
52.9,6.1755,0.1296,0.49
