Time (s),X (m),Y (m),Yaw (deg)
1.745,0.0,0.0,0.0
1.745,0.0,0.0,0.0
1.87,0.0,0.0,0.0
1.87,0.0,0.0,0.0
1.995,0.0,0.0,0.0
1.995,0.0,0.0,0.0
1.995,0.0,0.0,0.0
2.12,0.0,0.0,0.0
2.12,0.0,0.0,0.0
2.245,0.0,0.0,0.0
2.245,0.0,0.0,0.0
2.245,0.0,0.0,0.0
2.37,0.0,0.0,0.0
2.37,0.0,0.0,0.0
2.495,0.0,0.0,0.0
2.495,0.0,0.0,0.0
2.495,0.0,0.0,0.0
2.62,0.0,0.0,-0.02
2.62,0.0001,-0.0,0.0
2.745,0.0003,0.0,0.04
2.745,0.0006,0.0,0.06
2.745,0.0009,0.0,0.06
2.871,0.0015,0.0,0.06
2.871,0.0019,0.0,0.08
2.995,0.0022,0.0,0.11
2.995,0.003,0.0,0.11
2.995,0.0038,0.0,0.09
3.12,0.0048,0.0,0.07
3.12,0.0065,0.0,0.09
3.245,0.0078,0.0,0.07
3.245,0.0093,0.0,0.07
3.245,0.0109,0.0,0.05
3.37,0.0133,0.0,0.05
3.37,0.0151,0.0,0.08
3.495,0.0171,0.0,0.08
3.495,0.0202,0.0,0.09
3.495,0.0223,0.0,0.09
3.62,0.0244,0.0,0.1
3.62,0.0275,0.0,0.08
3.745,0.0296,0.0,0.07
3.745,0.0331,0.0,0.04
3.745,0.0356,0.0,-0.02
3.87,0.0381,0.0,-0.04
3.87,0.0418,0.0,-0.08
3.995,0.0444,0.0,-0.06
3.995,0.047,0.0,-0.1
3.995,0.0508,0.0,-0.1
4.12,0.0534,0.0,-0.13
4.12,0.0559,0.0,-0.13
4.245,0.0599,0.0,-0.16
4.245,0.0624,0.0,-0.18
4.245,0.065,-0.0,-0.2
4.37,0.0692,-0.0,-0.24
4.37,0.072,-0.0,-0.22
4.495,0.075,-0.0,-0.24
4.495,0.0794,-0.0001,-0.21
4.495,0.0825,-0.0001,-0.23
4.62,0.0854,-0.0001,-0.21
4.62,0.0884,-0.0001,-0.19
4.745,0.0928,-0.0001,-0.18
4.745,0.0957,-0.0001,-0.1
4.745,0.0986,-0.0001,-0.16
4.87,0.1031,-0.0001,-0.13
4.87,0.1062,-0.0001,-0.1
4.995,0.1094,-0.0001,-0.05
4.995,0.1144,-0.0001,0.0
4.995,0.1177,-0.0001,0.1
5.12,0.1211,-0.0001,0.13
5.12,0.1262,-0.0001,0.14
5.245,0.1296,-0.0001,0.15
5.245,0.1332,-0.0001,0.17
5.245,0.1388,-0.0001,0.19
5.37,0.1427,-0.0001,0.14
5.37,0.1466,-0.0001,0.16
5.495,0.1522,-0.0001,0.09
5.495,0.1559,-0.0001,0.03
5.495,0.1617,-0.0001,-0.07
5.62,0.1656,-0.0001,-0.1
5.62,0.1694,-0.0001,-0.2
5.745,0.1752,-0.0001,-0.24
5.745,0.179,-0.0001,-0.26
5.745,0.1828,-0.0001,-0.21
5.87,0.1885,-0.0001,-0.14
5.87,0.1923,-0.0001,-0.12
5.995,0.1962,-0.0002,-0.06
5.995,0.2,-0.0002,-0.03
5.995,0.2059,-0.0002,0.01
6.12,0.2095,-0.0002,0.09
6.12,0.2134,-0.0002,0.09
6.245,0.2192,-0.0001,0.09
6.245,0.2229,-0.0001,0.15
6.245,0.2284,-0.0001,0.15
6.37,0.2323,-0.0001,0.13
6.37,0.236,-0.0001,0.08
6.495,0.2418,-0.0001,0.09
6.495,0.2456,-0.0001,0.07
6.495,0.2494,-0.0001,0.11
6.62,0.2553,-0.0001,0.09
6.62,0.2592,-0.0001,0.06
6.745,0.2631,-0.0001,0.03
6.745,0.2691,-0.0001,-0.07
6.745,0.2729,-0.0001,-0.13
6.87,0.004,0.0,-0.05
6.87,0.277,-0.0001,-0.18
6.87,0.0079,-0.0,-0.07
6.87,0.2808,-0.0001,-0.2
6.995,0.0137,-0.0,-0.07
6.995,0.2866,-0.0001,-0.2
6.995,0.0175,-0.0,-0.08
6.995,0.2904,-0.0001,-0.22
6.995,0.0213,-0.0,-0.07
6.995,0.2942,-0.0001,-0.2
7.12,0.0269,-0.0,-0.08
7.12,0.2999,-0.0002,-0.22
7.12,0.0307,-0.0,-0.02
7.12,0.3036,-0.0002,-0.15
7.245,0.3073,-0.0002,-0.11
7.245,0.0344,-0.0,0.03
7.245,0.04,-0.0,0.12
7.245,0.3129,-0.0002,-0.01
7.245,0.0437,-0.0,0.2
7.245,0.3167,-0.0002,0.07
7.37,0.0475,-0.0,0.23
7.37,0.3204,-0.0002,0.1
7.37,0.0533,0.0,0.31
7.37,0.3262,-0.0002,0.18
7.495,0.0571,0.0,0.37
7.495,0.3301,-0.0002,0.24
7.495,0.061,0.0001,0.35
7.495,0.334,-0.0001,0.22
7.495,0.3397,-0.0001,0.23
7.495,0.0668,0.0001,0.36
7.62,0.3437,-0.0001,0.19
7.62,0.0707,0.0001,0.32
7.62,0.0744,0.0001,0.3
7.62,0.3474,-0.0001,0.17
7.746,0.0802,0.0002,0.3
7.746,0.3531,-0.0001,0.17
7.746,0.084,0.0002,0.26
7.746,0.357,-0.0001,0.13
7.746,0.3609,-0.0001,0.06
