Time (s),X (m),Y (m),Yaw (deg)
0.0,0.3293,-0.0013,-0.4
0.05,0.3376,-0.0014,-0.31
0.1,0.346,-0.0014,-0.15
0.15,0.3586,-0.0014,-0.05
0.2,0.3668,-0.0014,-0.13
0.25,0.3753,-0.0015,-0.13
0.3,0.3882,-0.0015,-0.16
0.35,0.3965,-0.0015,-0.22
0.4,0.4092,-0.0016,-0.24
0.45,0.4174,-0.0016,-0.29
0.5,0.4255,-0.0016,-0.25
0.55,0.4381,-0.0017,-0.22
0.6,0.4463,-0.0017,-0.05
0.65,0.4546,-0.0017,-0.07
0.7,0.4675,-0.0017,-0.09
0.75,0.4761,-0.0018,-0.11
0.8,0.4848,-0.0018,-0.16
0.85,0.4979,-0.0018,-0.33
0.9,0.5064,-0.0019,-0.34
0.95,0.5149,-0.0019,-0.29
1.0,0.5277,-0.002,-0.31
1.05,0.5363,-0.002,-0.18
1.1,0.5447,-0.0021,-0.13
1.15,0.5573,-0.0021,-0.09
1.2,0.5658,-0.0021,-0.02
1.25,0.5742,-0.0021,-0.04
1.3,0.5871,-0.0021,-0.02
1.35,0.5957,-0.0021,-0.04
1.4,0.6044,-0.0021,-0.13
1.45,0.6172,-0.0021,-0.13
1.5,0.6256,-0.0022,-0.25
1.55,0.6341,-0.0022,-0.18
1.6,0.6467,-0.0022,-0.07
1.65,0.6552,-0.0022,0.07
1.7,0.6637,-0.0022,0.04
1.75,0.6766,-0.0022,0.0
1.8,0.6852,-0.0022,0.04
1.85,0.6939,-0.0022,-0.07
1.9,0.7064,-0.0022,-0.11
1.95,0.7149,-0.0023,-0.15
2.0,0.7235,-0.0023,-0.15
2.05,0.7363,-0.0023,-0.07
2.1,0.7448,-0.0023,-0.02
2.15,0.7532,-0.0023,-0.07
2.2,0.7658,-0.0023,0.09
2.25,0.7742,-0.0023,0.15
2.3,0.7829,-0.0023,0.16
2.35,0.7958,-0.0022,0.16
2.4,0.8039,-0.0022,0.13
2.45,0.8121,-0.0022,0.05
