Time (s),X (m),Y (m),Yaw (deg)
10.917,0.7489,-0.0007,0.11
20.348,1.6279,-0.0225,1.46
29.579,2.5479,-0.0216,2.05
38.809,3.4478,-0.0113,3.26
48.24,4.4054,-0.0125,-2.65
57.47,5.2749,-0.0859,-2.74
66.7,6.154,-0.1591,-2.81
75.931,7.0119,-0.2324,-2.7
85.362,7.8918,-0.2532,0.78
94.592,8.791,-0.2964,-2.81
103.822,9.72,-0.3864,-1.25
113.454,10.6398,-0.4602,0.38
122.684,11.5368,-0.437,2.67
131.915,12.4767,-0.4972,-21.86
141.145,13.1201,-1.0994,-61.88
150.376,13.521,-1.9414,-67.94
159.606,13.5672,-2.8409,-94.46
168.836,13.4453,-3.6784,-97.63
178.066,13.3374,-4.5556,-93.67
187.497,13.2659,-5.4632,-86.49
196.727,13.264,-6.3633,-91.05
206.158,13.2099,-7.3034,-92.66
215.389,13.1305,-8.1928,-93.76
224.619,13.0416,-9.0688,-95.2
233.85,12.9214,-10.0055,-93.42
243.08,12.844,-10.8846,-93.53
252.512,12.7532,-11.7926,-95.21
261.742,12.4346,-12.6398,-138.78
270.772,11.6031,-12.9339,172.4
279.401,10.7053,-12.7409,175.76
288.029,9.7675,-12.6465,175.7
296.457,8.8602,-12.5569,176.31
304.884,7.9428,-12.4838,176.57
313.513,7.0422,-12.4057,176.41
321.941,6.1235,-12.326,176.64
330.369,5.1959,-12.2394,176.98
338.998,4.2957,-12.1818,177.63
347.425,3.3956,-12.1217,177.98
355.853,2.4964,-12.0817,177.49
364.281,1.597,-12.0249,178.44
372.709,0.6873,-11.9072,152.73
381.137,-0.0449,-11.4092,164.55
389.765,-0.9768,-11.1984,156.9
398.193,-1.5944,-10.5745,108.63
406.019,-1.6647,-9.7175,91.45
413.645,-1.6577,-8.8579,91.88
421.27,-1.684,-7.9871,92.41
428.895,-1.6793,-7.0958,93.5
436.52,-1.7268,-6.2074,95.05
444.145,-1.7501,-5.3407,80.38
451.77,-1.5144,-4.4613,79.68
459.195,-1.427,-3.5295,89.76
466.419,-1.3831,-2.6423,88.09
473.643,-1.2692,-1.8258,83.63
480.866,-1.0878,-0.8934,66.17
488.09,-0.4687,-0.2178,26.06
495.314,0.4194,-0.1054,-4.93
502.538,1.2741,-0.2701,-7.39
509.761,2.1319,-0.195,15.96
516.985,3.0552,-0.0964,-6.19
