Time (s),X (m),Y (m),Yaw (deg)
9.33,0.0523,0.0,-0.09
19.363,0.9601,-0.021,1.69
28.593,1.8584,-0.0366,1.07
37.824,2.7969,-0.0024,20.78
47.055,3.6363,0.2561,15.97
56.284,4.519,0.3824,3.64
65.513,5.4703,0.3388,-19.74
74.744,6.3289,0.0894,-0.12
83.974,7.1876,0.077,1.65
93.204,8.0872,0.0799,3.33
102.435,9.0054,0.1113,4.7
111.666,9.9031,0.1599,-0.98
120.895,10.7926,0.1215,-0.77
130.125,11.7116,0.0898,-0.33
139.355,12.5822,-0.0955,-15.25
148.585,13.4817,-0.3844,-17.02
157.815,14.35,-0.6993,-32.71
167.046,14.8512,-1.4486,-82.6
176.276,14.684,-2.3497,-95.51
185.507,14.782,-3.2151,-81.12
194.737,14.8643,-4.1064,-91.78
203.968,14.8048,-5.0858,-91.33
208.583,14.7349,-5.5022,-118.44
217.814,14.3567,-6.2808,-89.09
227.045,14.3498,-7.1719,-87.28
236.275,14.5158,-8.1407,-76.82
245.505,14.5331,-9.0377,-92.79
254.736,14.4494,-9.9174,-94.22
263.966,14.3306,-10.8117,-100.91
273.198,13.9496,-11.6116,-114.14
282.426,13.5309,-12.4272,-123.59
291.657,12.8859,-13.0575,-160.44
300.887,11.9526,-13.0111,165.39
310.117,11.0882,-12.8028,174.68
319.348,10.1808,-12.6808,177.45
328.579,9.2623,-12.6183,175.99
337.809,8.3752,-12.5264,174.56
347.039,7.4608,-12.4557,-166.14
356.269,6.5537,-12.5563,-177.76
365.499,5.6632,-12.5609,-178.01
374.73,4.7445,-12.5924,-176.08
383.96,3.8221,-12.5076,170.72
393.191,2.9443,-12.3361,172.17
401.819,2.0565,-12.2023,173.58
409.445,1.1854,-11.9733,160.79
417.07,0.3504,-11.5752,147.82
424.695,-0.3104,-10.9623,130.76
432.321,-0.7096,-10.1786,109.51
439.946,-0.9044,-9.3218,96.75
447.572,-0.9445,-8.4769,92.4
455.196,-0.9117,-7.6066,86.34
462.821,-0.792,-6.7583,81.01
470.447,-0.6556,-5.8533,85.65
478.072,-0.5592,-4.9945,86.24
486.5,-0.4882,-4.1358,87.74
495.73,-0.3995,-3.256,88.16
504.96,-0.3467,-2.3755,89.45
514.191,-0.3065,-1.4666,89.57
525.026,-0.1705,-0.54,57.61
530.243,0.1675,-0.2342,29.1
549.105,1.0759,-0.0977,9.85
563.956,1.9553,-0.1209,-4.25
568.773,2.9127,-0.1702,1.54
573.59,3.848,-0.1357,5.83
579.006,4.7248,0.0352,14.48
585.025,5.6948,-0.0104,3.81
