Time (s),X (m),Y (m),Yaw (deg)
-0.301,-0.0,-0.0,-0.0
-0.101,0.0001,0.0,0.0
0.1,0.0,-0.0,0.0
0.301,0.0,-0.0,0.0
0.502,-0.0,0.0,-0.0
0.702,0.0,0.0,0.0
0.903,-0.0,0.0,-0.0
1.103,-0.0,-0.0001,-0.0
1.304,-0.0,-0.0,-0.0
1.504,0.0,-0.0,0.0
1.705,0.0,0.0,0.0
1.906,0.0,0.0,0.0
2.106,0.0,-0.0,-0.0
2.307,-0.0,-0.0,-0.0
2.508,0.0,-0.0,-0.0
2.708,-0.0,-0.0,-0.0
2.909,-0.0,-0.0,-0.0
3.11,0.0,0.0,0.0
3.31,-0.0,-0.0,-0.0
3.511,0.0,0.0,0.0
3.712,-0.0,0.0,0.0
3.912,0.0,-0.0,-0.0
4.113,-0.0,-0.0,-0.0
4.313,-0.0,-0.0,-0.0
4.514,0.0,-0.0,-0.0
4.715,-0.0,-0.0,-0.0
4.915,0.0,0.0,0.0
5.116,0.0,-0.0,0.0
5.317,-0.0,-0.0,-0.0
5.517,-0.0,0.0,-0.0
5.718,0.0,0.0,0.0
5.919,-0.0,-0.0,-0.0
6.119,-0.0,-0.0,-0.0
6.32,0.0,-0.0,0.0
6.52,-0.0,-0.0,-0.0
6.721,0.0,-0.0,0.0
6.922,0.0,0.0,0.0
7.122,-0.0,0.0,0.0
7.323,-0.0,-0.0,-0.0
7.524,-0.0,0.0,0.0
7.724,-0.0,-0.0,-0.0
7.925,-0.0,-0.0,-0.01
8.126,0.0015,-0.0,0.05
8.326,0.0038,0.0,0.08
8.527,0.0093,0.0,0.07
8.728,0.0171,0.0,0.08
8.928,0.0275,-0.0001,0.07
9.129,0.0356,0.0001,-0.02
9.33,0.0471,0.0001,-0.09
9.53,0.0116,-0.0,-0.08
9.731,0.0214,-0.0001,-0.11
9.931,0.0884,-0.0001,-0.19
10.132,0.1031,-0.0001,-0.12
10.333,0.1177,-0.0001,0.1
10.534,0.0824,0.0,0.27
10.734,0.1521,0.0,0.08
10.935,0.1694,-0.0001,-0.2
11.136,0.1377,0.0001,-0.05
11.336,0.2059,-0.0002,0.01
11.537,0.2229,-0.0001,0.15
11.738,0.2418,-0.0001,0.09
11.938,0.2084,0.0003,0.17
12.139,0.277,-0.0001,-0.18
