Time (s),X (m),Y (m),Yaw (deg)
2.417,0.0,0.0,0.0
14.659,0.8287,-0.0315,0.93
23.89,1.6888,-0.0339,2.05
33.12,2.5885,-0.0306,3.46
42.35,3.4862,0.0021,4.6
51.58,4.3838,-0.005,-1.48
60.811,5.2935,-0.0623,-1.62
70.041,6.1741,-0.1196,-1.68
79.271,7.1026,-0.1768,-1.78
88.502,8.0116,-0.1938,1.55
97.732,8.9011,-0.2235,-2.04
106.962,9.7801,-0.2959,-0.6
116.192,10.6398,-0.3563,5.5
125.422,11.5343,-0.3179,4.3
134.653,12.4605,-0.3662,-23.2
144.084,13.1278,-1.0061,-60.73
153.315,13.5404,-1.8521,-70.68
162.545,13.5837,-2.7444,-93.76
171.775,13.4785,-3.6532,-96.84
181.006,13.3929,-4.4716,-92.41
190.236,13.3511,-5.4089,-84.9
199.466,13.3548,-6.2482,-89.73
208.697,13.317,-7.1278,-91.05
217.927,13.2602,-8.0475,-92.41
227.157,13.1806,-8.9674,-94.02
236.388,13.0827,-9.9052,-91.38
245.619,13.0253,-10.8049,-93.04
254.849,12.9489,-11.7025,-94.35
264.08,12.6079,-12.5475,-139.09
273.109,11.7339,-12.8369,171.67
281.537,10.865,-12.6667,175.96
289.965,9.9481,-12.5769,176.4
298.393,9.0308,-12.497,176.4
306.821,8.112,-12.4203,176.6
315.249,7.2334,-12.3567,176.73
323.677,6.2953,-12.2666,176.96
332.305,5.3539,-12.1886,177.19
340.733,4.4746,-12.1452,177.63
349.161,3.5763,-12.0885,178.07
357.589,2.6966,-12.0383,178.17
366.217,1.7774,-11.9939,178.74
374.645,0.8831,-11.8789,154.13
383.073,0.153,-11.3897,163.55
391.501,-0.7615,-11.1418,159.35
399.928,-1.4118,-10.529,110.4
407.755,-1.4936,-9.7082,91.93
415.38,-1.4926,-8.7968,92.97
423.005,-1.541,-7.8989,93.51
430.631,-1.575,-7.0296,95.1
438.255,-1.6245,-6.1018,96.46
445.88,-1.6835,-5.2376,84.47
453.506,-1.4809,-4.3704,78.36
460.73,-1.4097,-3.4896,91.72
467.954,-1.3992,-2.593,89.04
475.178,-1.3271,-1.7071,84.66
482.401,-1.1722,-0.8082,70.52
489.625,-0.6069,-0.0639,29.69
496.849,0.2714,0.1117,-3.16
504.072,1.129,-0.0212,-8.97
511.296,1.9537,0.0323,16.98
518.52,2.8304,0.1821,-4.19
