Time (s),X (m),Y (m),Yaw (deg)
2.123,-0.0,-0.0002,-0.0
2.324,0.0002,0.0001,0.0
2.524,-0.0,-0.0001,0.0
2.725,-0.0,-0.0,0.0
2.925,0.0015,-0.0001,0.05
3.126,0.0039,0.0001,0.07
3.327,0.0092,0.0001,0.06
3.527,0.017,0.0001,0.07
3.728,0.0273,0.0002,0.06
3.929,0.038,0.0,-0.05
4.129,0.0508,0.0,-0.09
4.33,0.0625,0.0,-0.17
4.531,0.0748,-0.0001,-0.21
4.731,0.0885,0.0,-0.17
4.932,0.1031,0.0,-0.11
5.133,0.1177,-0.0001,0.09
5.333,0.1334,-0.0003,0.14
5.534,0.1522,-0.0004,0.07
5.735,0.1697,-0.0003,-0.19
5.935,0.1885,-0.0002,-0.13
6.136,0.2059,-0.0004,0.0
6.337,0.2228,-0.0005,0.12
6.537,0.2419,-0.0005,0.08
6.738,0.2596,-0.0003,0.06
6.939,0.2775,-0.0004,-0.16
7.139,0.2944,-0.0006,-0.17
7.34,0.3132,-0.0007,-0.0
7.541,0.3305,-0.0008,0.22
7.741,0.3479,-0.0005,0.15
7.942,0.3524,-0.0186,0.21
8.143,0.3671,-0.0193,0.24
8.343,0.3862,-0.0166,0.23
8.945,0.4417,-0.0138,0.24
9.547,0.5569,-0.0067,-0.04
10.35,0.671,-0.0062,-0.19
10.952,0.7307,-0.0077,-0.07
11.354,0.774,-0.008,-0.16
11.956,0.7663,-0.0129,0.3
12.558,0.8129,-0.0166,0.33
13.16,0.8744,-0.017,0.48
13.963,1.031,-0.0148,-0.07
14.565,0.9946,-0.0223,0.44
15.167,1.1745,-0.0179,-0.17
15.969,1.1958,-0.0225,0.36
16.772,1.3712,-0.0282,-0.35
17.173,1.3247,-0.0293,0.17
18.377,1.4165,-0.0362,0.19
19.179,1.4976,-0.0406,0.27
20.183,1.7138,-0.0421,-0.49
20.785,1.7107,-0.0488,0.04
22.189,1.8386,-0.0548,0.1
23.393,2.0539,-0.0486,-0.19
23.995,1.9905,-0.0613,0.08
24.998,2.2145,-0.06,-0.41
25.6,2.2989,-0.0528,-0.03
26.001,2.2092,-0.0685,0.16
27.406,2.293,-0.0728,0.29
28.409,2.5779,-0.0679,0.17
29.011,2.6284,-0.0743,0.62
29.613,2.4397,-0.0852,1.45
30.415,2.587,-0.1053,1.48
32.021,2.6418,-0.0711,1.56
32.624,2.9639,-0.1027,1.83
33.426,2.804,-0.0299,0.34
35.032,2.8564,0.0173,0.31
35.835,3.2038,-0.0753,0.22
36.637,3.2878,-0.0816,-0.14
37.841,3.0704,0.0393,-0.34
38.844,3.4781,-0.0703,-0.6
40.048,3.757,0.2639,-1.53
40.851,3.2315,0.0651,-0.47
41.855,3.5677,0.6654,1.2
42.657,3.625,0.6559,0.39
43.259,3.6744,0.6587,0.29
43.861,3.8114,0.6553,-0.11
45.266,3.9398,0.6565,-1.25
46.67,3.9664,0.6482,-2.27
47.673,4.0087,0.6044,-1.01
48.476,4.3708,0.523,-1.94
50.282,4.5558,0.5154,-0.85
51.686,4.6033,0.4993,-0.76
53.892,4.912,0.4934,-0.9
55.497,5.025,0.4873,-0.24
57.905,5.0582,0.9243,-0.73
59.31,5.1388,0.499,-1.32
62.119,5.7361,0.3918,-1.32
64.928,5.8536,0.3678,0.65
67.135,6.2817,0.7301,0.68
68.139,6.085,0.739,1.12
68.74,6.4231,0.7419,1.5
69.342,6.4791,0.7444,1.62
69.945,6.5451,0.749,1.56
70.547,6.3357,0.7564,1.13
71.349,6.6633,0.7575,1.54
71.951,6.73,0.7601,1.41
72.553,6.5281,0.7693,1.23
73.356,6.8885,0.7709,1.53
74.159,6.9458,0.7801,0.57
75.363,6.7942,0.8037,0.36
76.366,7.1665,0.7792,0.57
77.57,7.1184,0.7726,0.55
80.58,7.3174,0.7945,0.61
82.185,7.4803,0.7935,0.61
84.191,7.64,0.801,0.24
