Time (s),X (m),Y (m),Yaw (deg)
0.0,0.0,0.0,0.0
0.05,0.0,0.0,0.0
0.1,0.0,0.0,0.0
0.15,0.0,0.0,0.0
0.2,0.0,0.0,0.0
0.25,0.0,0.0,0.0
0.3,0.0,0.0,0.0
0.35,0.0,0.0,0.0
0.4,0.0,0.0,0.0
0.45,0.0,0.0,0.0
0.5,0.0,0.0,0.0
0.55,0.0,0.0,0.0
0.6,0.0,0.0,0.0
0.65,0.0,0.0,0.0
0.7,0.0,0.0,0.0
0.75,0.0,0.0,0.0
0.8,0.0,0.0,0.0
0.85,0.0,0.0,0.0
0.901,0.0,0.0,0.0
0.95,0.0,0.0,0.0
1.0,0.0,0.0,0.0
1.05,0.0,0.0,0.0
1.1,0.0,0.0,0.0
1.15,0.0,0.0,0.0
1.2,0.0,0.0,0.0
1.25,0.0,0.0,0.0
1.3,0.0,0.0,0.0
1.35,0.0,0.0,0.0
1.4,0.0,0.0,0.0
1.45,0.0,0.0,0.0
1.5,0.0,0.0,0.0
1.55,0.0,0.0,0.0
1.6,0.0,-0.0,-0.02
1.65,0.0,-0.0,-0.02
1.7,0.0,0.0,0.0
1.75,0.0,0.0,0.0
1.8,0.0,0.0,0.0
1.85,0.0,0.0,0.0
1.907,0.0,0.0,0.0
1.95,0.0,0.0,0.0
2.0,0.0,0.0,0.0
2.05,0.0,0.0,0.0
2.1,0.0,0.0,0.0
2.15,0.0,0.0,0.0
2.206,0.0,0.0,0.0
2.25,0.0,0.0,0.0
2.3,0.0,0.0,0.0
2.35,0.0,0.0,0.0
2.4,0.0,0.0,0.0
2.45,0.0,0.0,0.0
2.502,0.0,0.0,0.0
2.55,0.0,0.0,0.0
2.61,0.0,0.0,0.0
2.65,0.0,0.0,0.0
2.701,0.0,0.0,0.0
2.756,0.0,0.0,0.0
2.8,0.0,0.0,0.0
2.85,0.0,-0.0,-0.02
2.9,0.0,0.0,0.0
2.95,0.0,0.0,0.0
3.0,0.0,-0.0,-0.02
3.05,0.0001,-0.0,-0.04
3.1,0.0001,-0.0,-0.07
3.158,0.0003,-0.0,-0.15
3.2,0.0007,-0.0,-0.16
3.25,0.0012,-0.0,-0.13
3.3,0.0017,-0.0,-0.09
3.352,0.0024,-0.0,-0.05
3.4,0.0027,-0.0,-0.07
3.457,0.003,-0.0,-0.05
3.5,0.0036,-0.0,-0.05
3.551,0.0041,-0.0,-0.02
3.6,0.0047,-0.0,-0.05
3.651,0.005,-0.0,-0.07
3.7,0.0053,-0.0,-0.07
3.752,0.0057,-0.0,-0.05
3.8,0.0062,-0.0,0.0
3.859,0.0067,-0.0,0.04
3.9,0.0074,-0.0,0.04
3.95,0.0078,-0.0,0.04
4.0,0.0082,-0.0,0.0
4.05,0.0087,-0.0,0.05
4.1,0.0092,-0.0,0.07
4.15,0.0098,-0.0,0.07
4.2,0.0108,-0.0,0.04
4.25,0.0116,-0.0,0.05
4.3,0.0125,-0.0,0.07
4.35,0.0137,-0.0,0.07
4.4,0.0145,-0.0,0.07
4.45,0.0154,0.0,0.09
4.5,0.0165,0.0,0.09
4.55,0.0174,0.0,0.11
4.6,0.0183,0.0,0.11
4.65,0.0195,0.0,0.15
4.7,0.0204,0.0,0.15
4.75,0.0212,0.0,0.11
4.8,0.0225,0.0,0.16
