Time (s),X (m),Y (m),Yaw (deg)
5.907,0.0095,-0.0,-0.07
6.108,0.0243,-0.0,-0.21
6.309,0.0398,-0.0001,-0.24
6.509,0.0596,-0.0003,-0.07
6.71,0.0805,-0.0002,-0.05
6.911,0.099,-0.0003,-0.01
7.112,0.118,-0.0002,-0.09
7.312,0.1395,-0.0003,-0.28
7.513,0.1606,-0.0006,-0.36
7.714,0.1771,-0.0005,0.05
7.914,0.198,-0.0004,0.19
8.115,0.2195,-0.0006,-0.05
8.316,0.2387,-0.0004,-0.19
8.517,0.2583,-0.0005,-0.17
8.717,0.2773,-0.0005,-0.02
8.918,0.3027,-0.0005,0.16
9.118,0.3201,-0.0007,0.05
9.319,0.3436,-0.0005,-0.33
9.52,0.3581,-0.0005,-0.25
9.721,0.3773,-0.0006,-0.01
9.921,0.4051,-0.0009,0.06
10.122,0.4174,-0.0005,0.14
10.323,0.4454,-0.0009,-0.12
10.523,0.4648,-0.0009,-0.17
10.724,0.4793,-0.0009,-0.15
10.925,0.5044,-0.0009,0.23
11.125,0.5171,-0.0004,0.19
11.326,0.5427,-0.0004,-0.2
11.527,0.564,-0.001,-0.24
11.728,0.5792,-0.001,-0.05
11.928,0.6046,-0.001,0.11
12.129,0.6236,-0.0011,0.19
12.33,0.6367,-0.0003,0.11
12.53,0.6647,-0.0009,-0.18
12.731,0.6812,-0.0004,0.02
12.932,0.7027,-0.0009,0.23
13.132,0.7241,-0.0008,0.19
13.333,0.7434,-0.0009,0.04
13.534,0.7587,-0.0008,-0.15
13.734,0.7839,-0.0009,-0.02
13.935,0.8,-0.0002,0.15
14.136,0.8211,-0.0,0.42
14.336,0.8398,0.0001,0.27
14.537,0.8613,0.0002,-0.05
14.738,0.8802,0.0002,0.03
14.938,0.8994,0.0001,0.27
15.139,0.9231,-0.0005,0.21
15.34,0.94,0.0004,0.23
15.541,0.9621,-0.0004,0.02
15.741,0.9836,-0.0004,-0.08
15.942,1.0024,-0.0004,0.09
16.142,1.0192,0.0006,0.45
16.343,1.0404,0.0008,0.38
16.544,1.0595,0.0009,0.1
16.744,1.0807,0.0008,0.05
16.945,1.1019,-0.0001,0.16
17.146,1.1185,0.001,0.31
17.347,1.1417,0.0,0.27
17.547,1.1612,0.0002,0.15
17.748,1.1804,0.0011,-0.09
17.948,1.1989,0.0012,0.14
18.149,1.2198,0.0014,0.44
18.35,1.2388,0.0015,0.48
18.55,1.2599,0.0017,0.33
18.751,1.2796,0.0018,0.19
18.952,1.3011,0.0007,0.19
19.152,1.3177,0.002,0.35
19.353,1.3391,0.0021,0.5
19.554,1.3586,0.0023,0.32
19.754,1.378,0.0023,0.07
19.955,1.4014,0.0011,0.16
20.156,1.4182,0.0025,0.45
20.356,1.4414,0.0014,0.42
20.557,1.4602,0.0015,0.46
20.758,1.4795,0.003,0.3
20.958,1.5011,0.0017,0.1
21.159,1.5178,0.0032,0.38
21.36,1.5394,0.0019,0.56
21.561,1.5608,0.0022,0.37
21.761,1.5802,0.0023,0.15
21.962,1.5997,0.0024,0.09
22.163,1.6212,0.0024,0.33
22.363,1.6401,0.0025,0.42
22.564,1.6592,0.0027,0.52
22.765,1.681,0.0028,0.33
22.965,1.7002,0.0029,0.08
23.166,1.7186,0.003,0.25
23.367,1.7379,0.0047,0.53
23.567,1.7596,0.0034,0.47
23.768,1.7786,0.0035,0.32
23.968,1.8049,0.0035,0.11
24.169,1.8175,0.0052,0.23
24.37,1.8387,0.0037,0.45
24.57,1.8621,0.0056,0.74
24.771,1.8796,0.0041,0.54
24.972,1.9027,0.006,0.23
25.172,1.922,0.0061,0.35
25.373,1.9391,0.0044,0.49
25.574,1.9622,0.0065,0.6
25.774,1.9839,0.0049,0.5
25.975,2.0033,0.005,0.27
26.176,2.0246,0.0051,0.2
26.376,2.0392,0.0052,0.38
26.577,2.0642,0.0054,0.63
26.778,2.0837,0.0055,0.46
26.978,2.1007,0.0078,0.34
27.179,2.1245,0.0059,0.3
27.38,2.1435,0.0061,0.39
27.58,2.1584,0.0061,0.45
27.781,2.1819,0.0084,0.66
27.982,2.2015,0.0086,0.34
28.182,2.223,0.0068,0.15
28.383,2.2422,0.0068,0.49
28.584,2.2633,0.007,0.72
28.784,2.2799,0.0093,0.69
28.985,2.3037,0.0075,0.49
29.186,2.3233,0.0076,0.36
29.386,2.3424,0.0077,0.34
29.587,2.3613,0.0079,0.62
29.788,2.3804,0.0103,0.74
29.988,2.4019,0.0084,0.45
30.189,2.4234,0.0085,0.28
30.39,2.4403,0.0108,0.45
