Time (s),X (m),Y (m),Yaw (deg)
12.556,1.3429,-0.0004,-0.04
17.773,2.1994,-0.059,-0.27
22.991,3.0738,0.0733,26.61
28.208,3.9952,0.3124,-10.89
33.425,4.7384,-0.1527,-27.5
36.035,5.1703,-0.2977,5.37
41.252,6.1017,-0.2321,7.37
46.468,7.0117,-0.1251,11.76
51.686,7.9106,0.0504,14.82
56.903,8.7917,0.2076,7.24
62.121,9.6952,0.2611,2.82
67.337,10.6163,0.1866,-14.81
72.554,11.4925,-0.0607,-6.51
77.77,12.4131,-0.1912,-6.98
82.988,13.2128,-0.6113,-58.26
88.205,13.4015,-1.4703,-93.77
93.421,13.2658,-2.4092,-96.82
99.242,13.5053,-3.1541,-7.32
123.118,13.6644,-3.5554,-74.26
129.139,13.7682,-4.4229,-86.22
135.159,13.6873,-5.3153,-111.81
141.179,13.3062,-6.1103,-100.78
147.199,13.1833,-6.943,-89.27
153.219,13.1667,-7.8622,-81.13
159.238,13.4559,-8.6786,-58.71
165.26,13.7003,-9.4556,-88.58
171.278,13.6388,-10.3635,-103.0
177.298,13.313,-11.1472,-112.63
183.318,12.9276,-11.9472,-114.38
189.338,12.453,-12.6773,-139.65
195.359,11.6266,-13.0547,-173.29
201.378,10.7616,-13.0086,173.59
207.397,9.907,-12.8869,177.38
213.416,8.9866,-12.8362,176.81
219.436,8.1085,-12.7444,175.42
225.456,7.261,-12.6434,174.28
231.476,6.382,-12.5723,174.72
237.495,5.515,-12.4322,173.94
243.716,4.606,-12.4035,-177.1
249.736,3.7081,-12.4664,-176.45
255.756,2.8389,-12.4172,178.51
261.976,1.9199,-12.376,173.98
267.997,1.0928,-12.1075,160.01
274.017,0.2894,-11.8053,164.86
280.037,-0.5481,-11.4689,142.17
286.056,-1.1132,-10.8421,128.11
292.075,-1.5503,-10.0708,109.51
298.095,-1.6885,-9.2378,93.37
304.116,-1.657,-8.3701,86.28
310.136,-1.5294,-7.501,78.47
316.155,-1.3699,-6.6518,81.75
322.175,-1.1691,-5.7621,84.13
328.196,-1.0661,-4.9158,87.34
334.215,-1.1275,-4.0491,98.31
340.235,-1.2264,-3.2166,99.62
346.254,-1.3103,-2.3664,84.79
352.274,-1.1223,-1.5018,86.61
358.494,-0.9359,-0.5787,61.18
364.514,-0.3093,0.0487,27.14
370.535,0.5339,0.2174,-5.92
376.554,1.3889,0.1476,11.1
382.574,2.2671,0.3147,0.35
