Time (s),X (m),Y (m),Yaw (deg)
2.631,0.0,0.0,0.0
2.681,0.0,0.0,0.0
2.731,0.0,0.0,0.0
2.781,0.0,0.0,0.0
2.831,0.0,0.0,0.0
2.887,0.0,0.0,0.0
2.931,0.0,0.0,0.0
2.981,0.0,0.0,0.0
3.031,0.0,0.0,0.02
3.081,0.0,0.0,0.0
3.131,0.0,0.0,0.0
3.181,0.0,0.0,0.0
3.231,0.0,0.0,0.0
3.282,0.0,0.0,0.02
3.331,0.0,0.0,0.02
3.381,0.0001,0.0,0.05
3.431,0.0003,0.0,0.05
3.481,0.0006,0.0,0.05
3.531,0.0013,0.0,-0.07
3.581,0.0017,-0.0,-0.11
3.631,0.0022,-0.0,-0.13
3.681,0.0028,-0.0,-0.07
3.731,0.0032,-0.0,-0.05
3.781,0.0037,-0.0,-0.07
3.831,0.0048,-0.0,-0.11
3.881,0.0056,-0.0,-0.11
3.931,0.0064,-0.0,-0.11
3.981,0.0078,-0.0,-0.15
4.031,0.0086,-0.0,-0.11
4.081,0.0094,-0.0,-0.13
4.131,0.0107,-0.0,-0.13
4.181,0.0115,-0.0,-0.05
4.231,0.0123,-0.0,-0.04
4.281,0.0136,-0.0,-0.02
4.331,0.0144,-0.0,0.0
4.381,0.0156,-0.0,-0.04
4.431,0.0165,-0.0,-0.02
4.481,0.0173,-0.0,-0.04
4.531,0.0186,-0.0,-0.09
4.581,0.0194,-0.0,-0.07
4.631,0.0203,-0.0,-0.05
4.681,0.0217,-0.0,-0.07
4.731,0.0227,-0.0,-0.09
4.781,0.0239,-0.0,-0.09
4.831,0.0256,-0.0,-0.09
4.881,0.0268,-0.0,-0.07
4.931,0.028,-0.0,-0.05
4.981,0.0298,-0.0,-0.07
5.031,0.0311,-0.0,-0.09
5.081,0.0323,-0.0,-0.15
5.131,0.0342,-0.0,-0.15
5.192,0.0356,-0.0,-0.13
5.231,0.038,-0.0001,-0.13
5.281,0.0401,-0.0001,-0.15
5.331,0.0424,-0.0001,-0.18
5.381,0.0465,-0.0001,-0.2
5.431,0.0498,-0.0001,-0.18
5.481,0.0533,-0.0001,-0.2
5.531,0.0593,-0.0001,-0.22
5.581,0.0637,-0.0001,-0.2
5.631,0.0682,-0.0002,-0.25
5.681,0.0752,-0.0002,-0.31
5.731,0.08,-0.0002,-0.33
5.781,0.0852,-0.0003,-0.38
5.831,0.093,-0.0003,-0.38
5.881,0.0982,-0.0003,-0.4
5.931,0.1033,-0.0004,-0.4
5.981,0.1112,-0.0004,-0.38
6.031,0.1167,-0.0005,-0.33
6.081,0.1221,-0.0005,-0.24
6.131,0.1306,-0.0005,-0.15
6.181,0.1364,-0.0005,-0.04
6.231,0.1423,-0.0005,0.0
6.281,0.1515,-0.0005,0.04
6.331,0.1579,-0.0005,-0.02
6.381,0.1642,-0.0005,-0.04
6.431,0.1739,-0.0005,-0.15
6.481,0.1804,-0.0006,-0.24
6.531,0.1871,-0.0006,-0.29
6.581,0.1968,-0.0007,-0.38
6.631,0.2038,-0.0007,-0.34
6.681,0.2107,-0.0007,-0.29
6.731,0.2214,-0.0008,-0.25
6.781,0.2285,-0.0008,-0.16
6.831,0.2353,-0.0008,-0.16
6.881,0.246,-0.0009,-0.13
6.931,0.2534,-0.0009,-0.11
6.981,0.2608,-0.0009,-0.18
7.031,0.2725,-0.0009,-0.16
