Time (s),X (m),Y (m),Yaw (deg)
4.118,1.7188,-0.0471,2.05
13.348,2.6186,-0.0338,3.46
22.578,3.5163,-0.001,4.4
31.808,4.4139,-0.0114,-1.48
41.039,5.3236,-0.0687,-1.62
50.269,6.2041,-0.126,-1.68
59.499,7.1326,-0.1832,-1.78
68.73,8.0416,-0.2002,1.55
77.96,8.9312,-0.2299,-2.04
87.19,9.8102,-0.3023,-0.6
96.42,10.6699,-0.3627,5.5
105.65,11.5644,-0.3243,4.3
114.881,12.4906,-0.3727,-23.2
124.312,13.1578,-1.0125,-60.73
133.543,13.5705,-1.8585,-70.68
142.773,13.6138,-2.7508,-93.76
152.003,13.5086,-3.6596,-96.84
161.234,13.423,-4.478,-92.41
170.464,13.3812,-5.4153,-84.9
179.694,13.3849,-6.2546,-89.73
188.925,13.3471,-7.1342,-91.05
198.155,13.2903,-8.0539,-92.41
207.385,13.2107,-8.9738,-94.02
216.616,13.1128,-9.9117,-91.38
225.847,13.0554,-10.8113,-93.04
235.077,12.979,-11.7089,-94.35
244.308,12.638,-12.5539,-139.09
253.337,11.764,-12.8433,171.67
261.765,10.8951,-12.6731,175.96
270.193,9.9781,-12.5833,176.4
278.621,9.0609,-12.5034,176.4
287.049,8.1421,-12.4267,176.6
295.477,7.2635,-12.3631,176.73
303.905,6.3254,-12.273,176.96
312.533,5.384,-12.195,177.19
320.961,4.5047,-12.1516,177.63
329.389,3.6063,-12.0949,178.07
337.817,2.7267,-12.0447,178.17
346.445,1.8075,-12.0003,178.74
354.873,0.9131,-11.8853,154.13
363.301,0.1831,-11.3961,163.55
371.729,-0.7314,-11.1482,159.35
380.156,-1.3817,-10.5354,110.4
387.983,-1.4635,-9.7146,91.93
395.608,-1.4625,-8.8032,92.97
403.233,-1.5109,-7.9053,93.51
410.859,-1.545,-7.036,95.1
418.483,-1.5944,-6.1082,96.46
426.108,-1.6534,-5.244,84.47
433.734,-1.4508,-4.3768,78.36
440.958,-1.3797,-3.496,91.72
448.182,-1.3691,-2.5994,89.04
455.405,-1.297,-1.7135,84.66
462.629,-1.1421,-0.8146,70.52
469.853,-0.5768,-0.0703,29.69
477.077,0.3015,0.1053,-3.16
484.3,1.1591,-0.0277,-8.97
491.524,1.9838,0.0258,16.98
498.748,2.8604,0.1757,-4.19
