Time (s),X (m),Y (m),Yaw (deg)
0.152,0.0195,0.0,0.02
9.382,0.8797,-0.0189,0.85
18.613,1.8101,-0.0217,2.03
27.843,2.7689,-0.013,-1.63
37.073,3.6577,-0.0895,-2.88
46.303,4.5559,-0.1662,-3.02
55.534,5.4352,-0.2463,-2.92
64.764,6.3642,-0.3259,-3.79
73.994,7.2722,-0.3745,-1.6
83.224,8.1321,-0.446,-5.4
92.455,9.0213,-0.5358,-4.87
101.886,9.9164,-0.5805,3.13
111.116,10.8546,-0.571,0.15
120.346,11.6715,-0.9112,-50.63
129.778,12.1246,-1.7396,-63.39
139.008,12.3686,-2.62,-93.41
148.238,12.2663,-3.4996,-96.46
157.468,12.1292,-4.3344,-92.58
166.699,12.0363,-5.2823,-94.38
175.929,12.0177,-6.1712,-90.8
185.159,11.9669,-7.0122,-92.4
194.39,11.8939,-7.9409,-93.74
203.821,11.7935,-8.8195,-94.92
213.252,11.6864,-9.695,-96.08
222.482,11.5845,-10.5934,-93.35
231.713,11.4912,-11.5114,-94.76
240.944,11.3277,-12.4214,-117.35
250.174,10.6748,-12.9997,-167.45
258.803,9.8132,-12.8781,170.15
267.231,8.8979,-12.7846,175.3
275.658,8.0004,-12.6882,175.57
284.086,7.0836,-12.615,176.13
292.514,6.155,-12.5346,176.13
300.942,5.278,-12.4481,175.87
309.57,4.3579,-12.3699,176.17
318.199,3.4269,-12.2915,177.42
326.627,2.5279,-12.2408,178.2
331.242,2.0267,-12.2177,178.73
339.67,1.1259,-12.167,178.09
348.098,0.237,-12.1162,179.22
356.525,-0.6556,-11.9732,150.0
364.953,-1.4004,-11.5055,168.89
373.381,-2.311,-11.292,155.43
381.809,-2.9176,-10.6491,106.17
389.635,-2.9803,-9.7763,92.03
397.261,-3.0056,-8.9065,92.67
404.886,-3.0404,-8.0472,93.62
412.511,-3.0779,-7.1693,94.09
420.136,-3.1278,-6.2295,96.19
427.962,-3.1458,-5.3718,77.72
435.587,-2.8847,-4.4998,81.61
443.012,-2.8355,-3.5896,88.66
450.236,-2.7855,-2.6922,86.6
457.459,-2.6607,-1.857,81.79
464.683,-2.426,-0.9472,61.79
472.107,-1.7213,-0.2842,19.61
479.331,-0.8336,-0.2579,-7.93
486.555,0.0058,-0.4563,-4.89
493.779,0.8665,-0.3694,15.01
