Time (s),X (m),Y (m),Yaw (deg)
-1769097872.043,0.0042,0.0,0.04
0.092,0.0085,0.0,0.02
0.092,0.0148,0.0,0.02
0.092,0.0189,0.0,0.11
0.092,0.0231,0.0,0.15
0.092,0.0294,0.0,0.22
0.092,0.0337,0.0,0.24
0.092,0.0399,0.0001,0.31
0.092,0.0442,0.0001,0.29
0.092,0.0486,0.0001,0.29
0.092,0.0551,0.0002,0.25
0.592,0.0595,0.0002,0.2
0.592,0.0639,0.0002,0.13
0.592,0.0682,0.0002,0.11
0.592,0.0747,0.0002,-0.02
0.592,0.0791,0.0002,-0.11
0.592,0.0833,0.0002,-0.13
0.592,0.0897,0.0002,-0.16
0.592,0.0938,0.0002,-0.15
0.592,0.1002,0.0002,-0.07
0.592,0.1045,0.0001,-0.02
1.092,0.1085,0.0001,-0.04
1.092,0.115,0.0001,0.09
1.092,0.1192,0.0002,0.13
1.092,0.1235,0.0002,0.18
1.092,0.1297,0.0002,0.27
1.092,0.1338,0.0002,0.22
1.092,0.1381,0.0002,0.24
1.092,0.1444,0.0002,0.2
1.092,0.1485,0.0003,0.25
1.092,0.1528,0.0003,0.22
1.591,0.1588,0.0003,0.24
1.591,0.1633,0.0003,0.22
1.591,0.1676,0.0003,0.22
1.591,0.1742,0.0004,0.18
1.591,0.1784,0.0004,0.15
1.591,0.1849,0.0004,0.05
1.591,0.1893,0.0004,0.04
1.591,0.1936,0.0004,0.0
1.591,0.1979,0.0004,-0.04
1.591,0.2042,0.0004,-0.09
2.091,0.2085,0.0004,-0.09
2.091,0.2126,0.0004,-0.05
2.091,0.219,0.0004,0.02
2.091,0.2231,0.0004,0.09
2.091,0.2274,0.0004,0.15
2.091,0.2338,0.0004,0.24
2.091,0.2381,0.0004,0.27
2.091,0.2425,0.0004,0.29
2.091,0.2489,0.0005,0.27
2.091,0.2532,0.0005,0.33
2.591,0.2576,0.0005,0.25
2.591,0.2639,0.0005,0.18
2.591,0.2683,0.0006,0.15
2.591,0.2726,0.0006,0.05
2.591,0.279,0.0006,0.0
2.591,0.2834,0.0006,-0.05
2.591,0.2876,0.0006,-0.07
2.591,0.2942,0.0006,-0.07
2.591,0.2986,0.0006,-0.09
2.591,0.3028,0.0005,-0.11
3.092,0.3094,0.0005,-0.04
3.092,0.3136,0.0005,-0.07
3.092,0.3179,0.0005,0.02
3.092,0.3243,0.0005,0.09
3.092,0.3284,0.0005,0.04
3.092,0.3326,0.0005,0.11
3.092,0.3389,0.0005,0.16
3.092,0.3431,0.0006,0.2
3.092,0.3473,0.0006,0.24
3.092,0.3536,0.0006,0.27
3.591,0.3579,0.0006,0.29
3.591,0.3623,0.0006,0.31
3.591,0.3689,0.0007,0.31
3.591,0.3733,0.0007,0.25
3.591,0.3777,0.0007,0.2
3.591,0.3841,0.0007,0.13
3.591,0.3885,0.0008,0.11
3.591,0.3928,0.0008,0.0
3.591,0.3989,0.0008,-0.11
3.591,0.4033,0.0008,-0.13
4.091,0.4072,0.0007,-0.13
4.091,0.4135,0.0007,-0.05
4.091,0.4178,0.0007,-0.04
4.091,0.4218,0.0007,0.04
4.091,0.4283,0.0007,0.11
4.091,0.4325,0.0007,0.2
4.091,0.4369,0.0008,0.27
4.091,0.4433,0.0008,0.22
4.091,0.4475,0.0008,0.29
4.091,0.4518,0.0008,0.29
4.591,0.4582,0.0009,0.25
4.591,0.4625,0.0009,0.25
4.591,0.4668,0.0009,0.2
4.591,0.4731,0.0009,0.16
4.591,0.4774,0.0009,0.07
4.591,0.4817,0.0009,0.07
4.591,0.4883,0.0009,0.07
4.591,0.4927,0.0009,-0.04
4.591,0.497,0.0009,-0.07
4.591,0.5036,0.0009,-0.07
5.091,0.508,0.0009,-0.11
5.091,0.5123,0.0009,-0.07
5.091,0.5187,0.0009,-0.05
5.091,0.5229,0.0009,-0.05
5.091,0.5271,0.0009,-0.02
5.091,0.5334,0.0009,0.04
5.091,0.5376,0.0009,0.05
5.091,0.5417,0.0009,0.15
5.091,0.548,0.0009,0.24
5.091,0.5522,0.0009,0.29
5.591,0.5567,0.001,0.31
5.591,0.563,0.001,0.34
5.591,0.5674,0.001,0.34
5.591,0.5718,0.0011,0.27
5.591,0.5784,0.0011,0.24
5.591,0.5826,0.0011,0.22
5.591,0.587,0.0011,0.11
5.591,0.5933,0.0011,0.0
5.591,0.5978,0.0011,-0.02
5.591,0.6019,0.0011,-0.07
6.09,0.6081,0.0011,-0.09
6.09,0.6124,0.0011,-0.07
6.09,0.6166,0.0011,-0.04
6.09,0.6231,0.0011,0.02
6.09,0.6273,0.0011,0.04
6.09,0.6317,0.0011,0.11
6.09,0.6381,0.0011,0.13
6.09,0.6423,0.0011,0.18
6.09,0.6465,0.0011,0.22
6.09,0.6528,0.0012,0.22
6.59,0.657,0.0012,0.16
6.59,0.6613,0.0012,0.22
6.59,0.6676,0.0012,0.2
6.59,0.6718,0.0012,0.2
6.59,0.6761,0.0012,0.22
6.59,0.6826,0.0013,0.22
6.59,0.687,0.0013,0.16
6.59,0.6913,0.0013,0.11
6.59,0.6979,0.0013,0.02
6.59,0.7024,0.0013,0.0
7.09,0.7064,0.0013,-0.05
7.09,0.7128,0.0013,-0.11
7.09,0.7171,0.0013,-0.16
7.09,0.7214,0.0013,-0.18
7.09,0.7277,0.0013,-0.13
7.09,0.7318,0.0013,-0.09
7.09,0.736,0.0013,-0.0
7.09,0.7423,0.0013,0.04
7.09,0.7463,0.0013,0.15
7.09,0.7525,0.0013,0.29
7.59,0.7565,0.0013,0.27
7.59,0.7608,0.0013,0.33
7.59,0.7673,0.0013,0.25
7.59,0.7716,0.0014,0.29
7.59,0.7759,0.0014,0.31
7.59,0.7822,0.0014,0.25
7.59,0.7866,0.0014,0.15
7.59,0.7909,0.0015,0.15
7.59,0.7973,0.0015,0.07
7.59,0.8015,0.0015,0.07
8.09,0.8059,0.0015,0.02
8.09,0.8124,0.0015,-0.02
8.09,0.8167,0.0015,-0.02
8.09,0.821,0.0015,-0.02
8.09,0.8276,0.0015,0.02
8.09,0.8318,0.0015,-0.02
8.09,0.8361,0.0015,0.02
8.09,0.8425,0.0015,0.05
8.09,0.8467,0.0015,0.09
8.09,0.8509,0.0015,0.11
8.59,0.8572,0.0015,0.11
8.59,0.8614,0.0015,0.2
8.59,0.8657,0.0015,0.25
8.59,0.872,0.0016,0.24
8.59,0.8764,0.0016,0.31
8.59,0.8808,0.0016,0.25
8.59,0.8873,0.0016,0.24
8.59,0.8916,0.0016,0.18
8.59,0.8961,0.0017,0.13
8.59,0.9005,0.0017,0.09
9.09,0.9069,0.0017,-0.05
9.09,0.9112,0.0017,-0.09
9.09,0.9155,0.0017,-0.18
9.09,0.9219,0.0016,-0.2
9.09,0.9261,0.0016,-0.18
9.09,0.9304,0.0016,-0.13
9.09,0.9367,0.0016,-0.07
9.09,0.941,0.0016,0.04
9.09,0.9453,0.0016,0.09
9.09,0.9515,0.0016,0.15
9.59,0.9558,0.0016,0.22
9.59,0.9601,0.0016,0.27
9.59,0.9664,0.0017,0.29
9.59,0.9706,0.0017,0.27
9.59,0.9767,0.0017,0.25
9.59,0.9811,0.0017,0.2
9.59,0.9853,0.0018,0.22
9.59,0.9916,0.0018,0.22
9.59,0.9959,0.0018,0.22
9.59,1.0003,0.0018,0.13
10.088,1.0068,0.0018,0.09
10.088,1.0112,0.0018,0.13
10.088,1.0156,0.0018,0.07
10.088,1.0221,0.0018,-0.0
10.088,1.0264,0.0018,-0.02
10.088,1.0307,0.0018,-0.04
10.088,1.0349,0.0018,-0.02
10.088,1.0413,0.0018,-0.07
10.088,1.0455,0.0018,-0.05
10.088,1.0497,0.0018,-0.0
10.589,1.056,0.0018,0.13
10.589,1.0602,0.0018,0.16
10.589,1.0644,0.0019,0.2
10.589,1.0707,0.0019,0.25
10.589,1.075,0.0019,0.31
10.589,1.0815,0.0019,0.29
10.589,1.0858,0.002,0.27
10.589,1.09,0.002,0.29
10.589,1.0965,0.002,0.18
10.589,1.1008,0.002,0.11
11.088,1.105,0.002,0.04
11.088,1.1116,0.002,-0.04
11.088,1.1159,0.002,-0.11
11.088,1.1201,0.002,-0.13
11.088,1.1265,0.002,-0.13
11.088,1.1306,0.002,-0.16
11.088,1.135,0.002,-0.13
11.088,1.1415,0.002,-0.04
