Time (s),X (m),Y (m),Yaw (deg)
0.0,0.0043,-0.0,-0.02
0.05,0.0108,-0.0,0.0
0.1,0.015,-0.0,0.04
0.15,0.0193,0.0,0.02
0.2,0.0255,0.0,0.02
0.25,0.0297,0.0,0.11
0.3,0.0339,0.0,0.15
0.35,0.0402,0.0,0.22
0.4,0.0445,0.0001,0.24
0.45,0.0506,0.0001,0.31
0.5,0.055,0.0001,0.29
0.55,0.0594,0.0001,0.29
0.6,0.0659,0.0002,0.25
0.65,0.0703,0.0002,0.2
0.7,0.0747,0.0002,0.13
0.75,0.079,0.0002,0.11
0.8,0.0855,0.0002,-0.02
0.85,0.0899,0.0002,-0.11
0.9,0.0941,0.0002,-0.13
0.95,0.1005,0.0002,-0.16
1.0,0.1045,0.0002,-0.15
1.05,0.111,0.0002,-0.07
1.1,0.1153,0.0001,-0.02
1.15,0.1193,0.0001,-0.04
1.2,0.1258,0.0001,0.09
1.25,0.13,0.0002,0.13
1.3,0.1343,0.0002,0.18
1.35,0.1404,0.0002,0.27
1.4,0.1446,0.0002,0.22
1.45,0.1489,0.0002,0.24
1.5,0.1552,0.0003,0.2
1.55,0.1593,0.0003,0.25
1.6,0.1636,0.0003,0.22
1.65,0.1696,0.0003,0.24
1.7,0.174,0.0003,0.22
1.75,0.1783,0.0003,0.22
1.8,0.185,0.0004,0.18
1.85,0.1892,0.0004,0.15
1.9,0.1957,0.0004,0.05
1.95,0.2001,0.0004,0.04
2.0,0.2044,0.0004,0.0
2.05,0.2087,0.0004,-0.04
2.1,0.215,0.0004,-0.09
2.15,0.2193,0.0004,-0.09
2.2,0.2234,0.0004,-0.05
2.25,0.2297,0.0004,0.02
2.3,0.2339,0.0004,0.09
2.35,0.2382,0.0004,0.15
2.4,0.2446,0.0004,0.24
2.45,0.2489,0.0004,0.27
2.5,0.2533,0.0004,0.29
2.55,0.2597,0.0005,0.27
2.6,0.264,0.0005,0.33
2.65,0.2683,0.0005,0.25
2.7,0.2747,0.0005,0.18
2.75,0.2791,0.0006,0.15
2.8,0.2834,0.0006,0.05
2.85,0.2898,0.0006,0.0
2.9,0.2941,0.0006,-0.05
2.95,0.2984,0.0006,-0.07
3.001,0.3049,0.0006,-0.07
3.05,0.3094,0.0005,-0.09
3.1,0.3136,0.0005,-0.11
3.15,0.3202,0.0005,-0.04
3.2,0.3244,0.0005,-0.07
3.25,0.3287,0.0005,0.02
3.302,0.3351,0.0005,0.09
3.35,0.3392,0.0005,0.04
3.4,0.3434,0.0005,0.11
3.45,0.3497,0.0006,0.16
3.5,0.3539,0.0006,0.2
3.55,0.3581,0.0006,0.24
3.603,0.3644,0.0006,0.27
3.65,0.3687,0.0006,0.29
3.7,0.3731,0.0007,0.31
3.75,0.3796,0.0007,0.31
3.8,0.3841,0.0007,0.25
3.85,0.3884,0.0007,0.2
3.904,0.3949,0.0008,0.13
3.95,0.3993,0.0008,0.11
4.0,0.4036,0.0008,0.0
4.05,0.4097,0.0008,-0.11
4.1,0.4141,0.0007,-0.13
4.15,0.418,0.0007,-0.13
4.2,0.4243,0.0007,-0.05
4.25,0.4286,0.0007,-0.04
4.3,0.4326,0.0007,0.04
4.35,0.4391,0.0007,0.11
4.4,0.4433,0.0007,0.2
4.45,0.4477,0.0008,0.27
